tag,rating_avg
zombies,3.6845238095238093
wrongful imprisonment,4.487138263665595
witty!,3.8477011494252875
witty,3.8541666666666665
will farell,3.0588235294117645
who done it,3.3
whimsical,4.103174603174603
well done,3.9583333333333335
weird,3.4523809523809526
war,4.078014184397163
visually appealing,3.9204545454545454
visceral,3.6511627906976742
virtual reality,4.183397683397684
violent,4.036303630363037
violence,4.075892857142857
villain nonexistent or not needed for good story,3.8141025641025643
vigilantism,3.522727272727273
video game adaptation,3.0
very funny!,3.0615384615384613
vengeance,3.911764705882353
vampires,2.5384615384615383
vampire,3.1904761904761907
unusual plot structure,4.135593220338983
unique look,2.727272727272727
uganda,2.5
twist ending,4.045987376014428
true story,3.5454545454545454
travel,3.6184210526315788
tragedy,4.088235294117647
touching,3.6333333333333333
tosee,3.5
toplist16,4.5
toplist15,3.9088235294117646
toplist14,3.836909871244635
toplist13,3.7857142857142856
toplist12,3.727272727272727
toplist11,3.7290076335877864
toplist10,3.8903803131991053
toplist09,3.885496183206107
toplist08,3.776923076923077
toplist07,3.8076923076923075
toplist06,3.8816901408450706
toplist05,3.8008849557522124
too long,2.911764705882353
tom hanks,3.9025
tobey maguire,3.5223880597014925
tivo,3.6826923076923075
time-travel,4.151162790697675
time travel,4.088235294117647
tim robbins,3.8068181818181817
thriller,4.241329479768786
thought-provoking,4.013698630136986
thora birch,3.6666666666666665
the best comic adaptation!,3.625
that fat nerd is just annoying,3.9150943396226414
terrible ending,3.522727272727273
teleportation,3.8333333333333335
teenagers,4.0
teen pregnancy,3.8541666666666665
technology,4.095238095238095
tcm,4.116666666666666
tarantino,4.256172839506172
sword fight,3.854609929078014
sweet,3.3253968253968256
suspense,4.2
surrealism,3.587719298245614
surreal,3.938679245283019
supernatural powers,4.221649484536083
superhero,3.1686746987951806
super-hero,3.861111111111111
sufficiently explodey to be good,2.625
stylized,3.75
stupidity,3.5
stupid,2.392857142857143
strong female presence,2.5
strippers,3.216666666666667
storyline,4.041666666666667
steve martin,3.267857142857143
steve carell,3.9078947368421053
stereotypes,3.125
steampunk,3.2857142857142856
starwars,4.221649484536083
starship pilots,4.059907834101383
star,3.5172413793103448
standard romantic comedy,2.480769230769231
stallone,3.789855072463768
spock,3.8333333333333335
"space epic, science fiction, hero's journey",4.221649484536083
space adventure,4.221649484536083
space,4.120689655172414
sort of honest,3.6666666666666665
social criticism,3.533333333333333
social commentary,4.22457627118644
snorefest,2.7241379310344827
slow parts,3.6333333333333333
slow,3.8728070175438596
sightsound,3.8813559322033897
siblings,3.7
short,3.5
shakespeare,3.5258620689655173
sexy food,3.05
sexist,3.7413793103448274
sex,3.6470588235294117
series,4.221649484536083
serial killer,4.034825870646766
sequel,4.059907834101383
sentimental,4.151162790697675
self discovery,3.806122448979592
seen it before,3.3378378378378377
script,4.221649484536083
sci-fi,4.08535447761194
sci fi,3.8333333333333335
school,4.040983606557377
scary,3.7265625
satirical,3.995833333333333
satire,4.0137931034482754
sandra 'boring' bullock,3.4405940594059405
sad,3.7
romantic comedy,3.2416666666666667
romantic,3.8393939393939394
romance,3.2774725274725274
rock and roll,3.5294117647058822
robots,2.625
road trip,3.8271028037383177
ridiculous training sequence,2.4782608695652173
rich families,3.358490566037736
revenge,4.353174603174603
renegade art,3.9166666666666665
renee z,2.8095238095238093
relativity,4.151162790697675
relationships,3.8223684210526314
redemption,3.3333333333333335
racism,3.6417910447761193
r:violence,4.256172839506172
r. phoneix,4.09375
quirky,3.9917218543046356
psychology,4.1153439153439155
psychological thriller,3.84375
psychological,3.9983766233766236
privacy,3.5
prison escape,4.487138263665595
prison,4.487138263665595
pregnancy,3.8541666666666665
predictable,3.469924812030075
powerpoint,3.789473684210526
post-apocalyptic,3.555
possession,3.7265625
politics,4.1
plot holes,3.1973684210526314
play enough video games and you can become an NSA agent,2.4782608695652173
pixar,4.095238095238095
pirates,3.877483443708609
physics,4.151162790697675
photography,3.5714285714285716
philosophy,4.143243243243243
philosophical issues,4.151162790697675
philosophical,3.5606060606060606
parody,3.127450980392157
paranoid,3.921875
overrated,3.9554794520547945
original plot,3.6333333333333333
organized crime,4.155325443786983
on the run,4.0285714285714285
okay,3.5
off-beat comedy,3.961734693877551
ocean,3.90625
obvious plot,3.4285714285714284
notable soundtrack,4.096
notable nudity,3.9
not worth your time,2.5714285714285716
not too thrilled,3.5
not only for kids,3.5294117647058822
not by book,3.8260869565217392
nonlinear,4.186868686868687
no desire to see this,3.2875
nerdy,4.221649484536083
nerds,3.6470588235294117
nascar,3.0588235294117645
narrated,4.487138263665595
nair,3.625
must see,2.9714285714285715
musical parodies,3.358490566037736
musical,3.768181818181818
music,3.4915254237288136
multiple storylines,3.9798387096774195
multiple roles,3.8141025641025643
moore,4.166666666666667
moody,3.823529411764706
mindfuck,4.04954954954955
military,3.4285714285714284
mike myers,2.911111111111111
meryl streep,2.625
memories,3.393939393939394
mel gibson,3.4292929292929295
meg ryan,3.3583333333333334
meaning of life,2.8333333333333335
mathematics,4.060885608856089
math,3.9517543859649122
martial arts,3.8683035714285716
magical realism,5.0
magic,3.854609929078014
mad scientist,3.625
lyrical,3.7777777777777777
low-budget,2.0
love,3.8372093023255816
long,4.138349514563107
liked the other two better,3.265957446808511
light,3.942622950819672
lake forest,3.8870967741935485
kung fu,3.923076923076923
keanu reeves,3.3823529411764706
joss whedon,3.625
joseph fiennes,3.9669421487603307
johnny depp,3.854609929078014
john cusack,3.210526315789474
jodi foster,3.933333333333333
jimmy stewart,4.315217391304348
jesus,4.333333333333333
jedi,4.221649484536083
japanese influence,4.095238095238095
jakie chan,3.1538461538461537
jack nicholson,4.02970297029703
irreverent,3.5
interesting ideea,4.151162790697675
interesting concept - bad execution,3.392857142857143
interesting,4.044401544401544
intense,4.256172839506172
intelligent,3.9517543859649122
intellectual,4.092057761732852
inspiring,4.095238095238095
insanity,3.84375
indie,3.8493150684931505
independent film,3.9078947368421053
imaginative,3.8552631578947367
imagination,4.091836734693878
"imaginary world, characters, story, philosophical",4.221649484536083
il,3.8870967741935485
i'd like to live in this movie,4.122641509433962
humor,4.009433962264151
hugh jackman,2.911764705882353
hugh grant,2.875
horror,3.9586466165413534
honest,3.125
holes90s,3.8652561247216037
holes80s,4.076826196473552
holes70s,3.8523809523809525
holes60s,3.837037037037037
holes40s,4.137755102040816
holes00s,3.7489837398373984
hit men,4.071969696969697
historical,4.078947368421052
hillarious,3.5692307692307694
hilarious,3.125
hijacking,4.2
high school,2.5384615384615383
heartwarming,4.095238095238095
hdtv,3.8801261829652995
happy ending,3.462962962962963
happiness,4.041666666666667
hallucinatory,3.921875
guy ritchie,4.5
guy movie,2.6875
group psychology,3.1666666666666665
gritty,2.0
greed,4.034825870646766
great soundtrack,3.425
great dialogue,3.995833333333333
gratuitous violence,4.135593220338983
graphic design,3.6417910447761193
good science,4.151162790697675
good but not accurate,2.8181818181818183
good animation,3.392857142857143
girlie movie,3.3072289156626504
getdvd,3.6839622641509435
genuine characters,2.875
genius,4.060885608856089
gay,2.5
funny,3.65311004784689
friendship,4.477917981072555
friends,4.095238095238095
freedom,3.629032258064516
franchise,3.1923076923076925
forgettable,3.5476190476190474
football,3.3902439024390243
food,4.208333333333333
femme-fatale,2.0
feminist,4.041666666666667
feel-good,3.973101265822785
feel good,3.942622950819672
fashion,3.1923076923076925
fantasy world,3.5
fantasy,4.162921348314606
family,3.693548387096774
fairytale,3.673076923076923
fairy tales,2.5454545454545454
fairy tale,3.5
explosions,3.881516587677725
experiment,3.1666666666666665
existentialism,3.8393939393939394
europe,4.0285714285714285
ethan hawke,3.7222222222222223
ensemble cast,3.581818181818182
ending,4.055555555555555
emotional,3.73
elegant,4.333333333333333
ei muista,3.142857142857143
eerie,4.0
edward norton,3.88
eastern europe,4.0285714285714285
easily confused with other movie(s) (title),3.1538461538461537
dystopia,3.9627329192546585
dvd,3.6375
dumb,3.6470588235294117
dull story,3.738095238095238
drama,3.955026455026455
documentary,3.510204081632653
disturbing,4.013623978201635
disappointing,3.625
directorial debut,2.95
diluted version of comic,3.6538461538461537
didn't get it,3.6844262295081966
devotion,3.875
determination,3.875
desert,3.793103448275862
depressing,3.921875
denzel washington,3.836206896551724
dentist,3.838709677419355
demons,3.7265625
dark humor,3.9833333333333334
dark comedy,4.126767676767677
dark,3.983277591973244
dance,3.3072289156626504
cute,3.3780487804878048
cursing,3.3333333333333335
cult film,4.068080357142857
cult classic,4.221649484536083
crude humor,2.95
crude,3.6470588235294117
critically acclaimed,4.221649484536083
crime,4.034825870646766
creepy good,3.6320754716981134
creative,3.448529411764706
covers a lifespan,3.393939393939394
cool and great music,4.2
cool,4.017006802721088
cooking,4.208333333333333
controversial,3.3227848101265822
complicated,4.125
coming of age,4.210122699386503
comedy of manners,3.8141025641025643
comedy,3.8713789107763614
comedt,3.5
collin farrel,3.4107142857142856
colin firth,3.9669421487603307
coen brothers,4.010204081632653
cocaine,2.95
clever,3.5258620689655173
claymation,3.7916666666666665
claustrophobic,3.1666666666666665
classic sci-fi,4.221649484536083
classic,4.230434782608696
claire daines,3.5258620689655173
cinematography,3.778947368421053
christmas,3.581818181818182
children,4.134920634920635
childish plot,3.1973684210526314
cheezy to the max!,3.378504672897196
cheerleading,2.875
character development,3.8393939393939394
can't stand rogue!,3.559055118110236
campy,3.5
but still a fun movie.,2.5
brother sister relationship,3.7
british,3.6615384615384614
breathtaking,3.9761904761904763
boring,3.9964028776978417
bookshop,3.2416666666666667
books,3.644230769230769
black comedy,3.857142857142857
billy bob thorton,3.8863636363636362
big brother,3.5
biblical,4.034825870646766
beer,2.6875
beauty pageant,3.9078947368421053
beautifully filmed,4.096
beautiful scenery,5.0
based on a true story,3.7916666666666665
based on a book,4.125
based on a TV show,3.5
baseball,3.6538461538461537
bad plot,2.8214285714285716
bad camerawork,3.857142857142857
bad acting,2.8846153846153846
b movie,3.5
awkward,3.4431818181818183
awesome soundtrack,4.221649484536083
awesome,4.221649484536083
aviation,4.068181818181818
author:Neil Gaiman,3.7916666666666665
atmospheric,4.138888888888889
assassin,3.91
artificial intelligence,4.151162790697675
apocalypse,4.25
anti-hero,3.269230769230769
anime,4.002604166666667
animation style,3.4166666666666665
animation,3.9574468085106385
american idiocy,3.533333333333333
amazing storytelling,4.0285714285714285
alternate universe,3.7916666666666665
alternate reality,3.940677966101695
aliens,3.924358974358974
alex pettyfer,3.5
akira kurosawa,4.166666666666667
aging,4.208333333333333
afi,4.026004728132388
adventure,3.629032258064516
addiction,3.869565217391304
adapted from:book,3.6333333333333333
adam sandler,3.2925531914893615
activist,2.5
action,4.094594594594595
Zooey Deschanel,3.1538461538461537
World War II,4.131147540983607
Why the terrorists hate us,0.5
Vin Diesel,3.269230769230769
Viggo Mortensen,3.625
Views,2.5
Vampire Human Love,2.5384615384615383
Try not to mistake this for an episode of Alias,2.3
Trilogy of the Imagination,3.8177966101694913
Too slow,2.5
Tom Hanks,3.6486486486486487
Tom Cruise,3.6869565217391305
Tim Robbins,4.487138263665595
Teen movie,2.5384615384615383
Takashi Miike,3.0833333333333335
Syfy,4.221649484536083
Studio Ghibli,4.059701492537314
Streep strong & funny,3.142857142857143
Steve Martin,3.15
Steve Buscemi,3.995833333333333
Stephen Chow,3.6578947368421053
Star Wars,4.059907834101383
Star Trek,3.8333333333333335
Stanley Kubrick,4.02970297029703
Sienna Guillory,2.75
Science Fiction,4.221649484536083
Satoshi Kon,3.8333333333333335
Sandra Bullock,3.566666666666667
Russian,4.0
Rosanna Arquette,3.2115384615384617
Ron Howard,3.9025
Romance,3.4043478260869566
Roman Polanski,3.5
Rock,3.5294117647058822
Robert Pattinson,2.5384615384615383
Ralph Fiennes,3.75
R:strong sexual content,3.4
Quirky,4.256696428571429
Quentin Tarantino,4.201133144475921
Psychological Thriller,3.7941176470588234
Predictable,3.7941176470588234
Post apocalyptic,3.793103448275862
Pixar,3.912140575079872
Phenomenal!,4.487138263665595
Paris,3.142857142857143
Overrated,2.875
Orlando Bloom,3.854609929078014
Oded Fehr,2.75
Nudity (Topless),3.4838709677419355
Nudity (Topless - Notable),3.6
Nudity (Rear),3.05
Nudity (Full Frontal),4.008849557522124
Nudity (Full Frontal - Notable),4.02970297029703
No progress,2.5
Nicolas Cage,3.414285714285714
New York City,3.4
New York,3.142857142857143
Neil Patrick Harris,3.625
Neil Gaiman,3.7916666666666665
National Film Registry,3.5357142857142856
Nathan Fillion,3.625
Mossad,4.0
Morgan Freeman,4.487138263665595
Monty Python,3.857142857142857
Mindfuck,4.2272727272727275
Micheal Keaton,3.4375
Michael Mann,2.7
Mel Gibson,3.3904109589041096
Meg Ryan,3.2416666666666667
Matthew Perry,3.2115384615384617
Marx Brothers,4.132352941176471
Martin Scorsese,4.22457627118644
Mark Wahlberg,2.95
Long,2.5
Leonardo DiCaprio,3.5258620689655173
Lame everything,3.0625
Krzysztof Kieslowski,3.7777777777777777
Kristen Stewart,2.5384615384615383
Kevin Costner,2.7241379310344827
Keira Knightley,3.5
Katso Sanna!,4.0216701902748415
Just stupid,2.6875
Julie Andrews,3.8141025641025643
Jude Law,3.5
Johnny Depp***,3.7954545454545454
Johnny Depp,3.8445945945945947
John Cleese,3.9719101123595504
Jim carrey,3.1538461538461537
Jeff Bridges,3.995833333333333
Jason Patric,2.875
Jack Black,3.5294117647058822
Irene Jacob,3.7777777777777777
Intrigued,4.04954954954955
India,3.772727272727273
Iceland,3.5714285714285716
I loved it! Seen it five times already!,3.854609929078014
Hugh Jackman,4.125
Helen Hunt,3.125
Hayao Miyazaki,3.8333333333333335
Harrison Ford,4.059907834101383
Gwyneth Paltrow,3.5
Gwenth Paltrow,3.7743055555555554
Guy Ritchie,4.0474860335195535
Guillermo del Toro,3.2857142857142856
Gore!!!,3.6666666666666665
Gilliam,3.5319148936170213
George Lucas,4.15255905511811
Funny,3.3902439024390243
Firefly,3.7875
Fernando E. Solanas,5.0
Exellent first half,3.522727272727273
Emilio Estevez,2.727272727272727
Eliza Dushku,2.875
Ei muista,3.6650801603206413
Drugs,3.55
Disney studios,3.8141025641025643
Disney,3.8506493506493507
Dieselpunk,3.793103448275862
Dave Foley,4.25
Dakota Fanning,3.7916666666666665
Coming of Age,4.095238095238095
Cole Hauser,3.269230769230769
Christopher Nolan,4.089805825242719
Captain Hammer,3.625
Cambodia,4.0
British,4.133333333333334
Brad Pitt,3.718232044198895
Billy Bob Thornton,3.3333333333333335
Bill Murray,3.8056768558951966
Benicio Del Toro,3.316666666666667
Beautiful Woman,3.5
Batman,4.235537190082645
As historicaly correct as Germany winning WW2,2.5
Ang Lee,4.0
Amanda Peet,3.2115384615384617
Alfred Hitchcock,4.253246753246753
Alex van Warmerdam,5.0
Aging Disorder,3.6333333333333333
Aging,3.6333333333333333
Adam Sandler,2.5238095238095237
Abigail Breslin,2.875
80's classic,3.358490566037736
1940's feel,2.727272727272727
"\"The Rocks \"\"finest\"\" work need I say more?\"",2.3333333333333335
